REGION;COUNTRY;BRAND;DATE;SALES
EMEA NORTH;UK;ALFA ROMEO;2018-01;34
EMEA NORTH;UK;ALFA ROMEO;2018-02;36
EMEA NORTH;UK;ALFA ROMEO;2018-03;30
EMEA NORTH;UK;ALFA ROMEO;2018-04;42
EMEA NORTH;UK;ALFA ROMEO;2018-05;36
EMEA NORTH;UK;ALFA ROMEO;2018-06;39
EMEA NORTH;UK;ALFA ROMEO;2018-07;44
EMEA NORTH;UK;ALFA ROMEO;2018-08;56
EMEA NORTH;UK;ALFA ROMEO;2018-09;40
EMEA NORTH;UK;ALFA ROMEO;2018-10;31
EMEA NORTH;UK;ALFA ROMEO;2018-11;26
EMEA NORTH;UK;ALFA ROMEO;2018-12;48
EMEA NORTH;UK;ALFA ROMEO;2019-01;63
EMEA NORTH;UK;ALFA ROMEO;2019-02;62
EMEA NORTH;UK;ALFA ROMEO;2019-03;57
EMEA NORTH;UK;ALFA ROMEO;2019-04;50
EMEA NORTH;UK;ALFA ROMEO;2019-05;49
EMEA NORTH;UK;ALFA ROMEO;2019-06;66
EMEA NORTH;UK;ALFA ROMEO;2019-07;42
EMEA NORTH;UK;ALFA ROMEO;2019-08;61
EMEA NORTH;UK;ALFA ROMEO;2019-09;57
EMEA NORTH;UK;ALFA ROMEO;2019-10;63
EMEA NORTH;UK;ALFA ROMEO;2019-11;61
EMEA NORTH;UK;ALFA ROMEO;2019-12;92
EMEA NORTH;UK;ALFA ROMEO;2020-01;
EMEA NORTH;UK;ALFA ROMEO;2020-02;
EMEA NORTH;UK;ALFA ROMEO;2020-03;
EMEA NORTH;UK;ALFA ROMEO;2020-04;
EMEA NORTH;UK;ALFA ROMEO;2020-05;
EMEA NORTH;UK;ALFA ROMEO;2020-06;
EMEA NORTH;UK;ALFA ROMEO;2020-07;
EMEA NORTH;UK;ALFA ROMEO;2020-08;
EMEA NORTH;UK;ALFA ROMEO;2020-09;
EMEA NORTH;UK;ALFA ROMEO;2020-10;
EMEA NORTH;UK;ALFA ROMEO;2020-11;
EMEA NORTH;UK;ALFA ROMEO;2020-12;
EMEA NORTH;BELGIUM;GM;2015-01;21864
EMEA NORTH;BELGIUM;GM;2015-02;15038
EMEA NORTH;BELGIUM;GM;2015-03;29255
EMEA NORTH;BELGIUM;GM;2015-04;18679
EMEA NORTH;BELGIUM;GM;2015-05;20990
EMEA NORTH;BELGIUM;GM;2015-06;22063
EMEA NORTH;BELGIUM;GM;2015-07;19445
EMEA NORTH;BELGIUM;GM;2015-08;11129
EMEA NORTH;BELGIUM;GM;2015-09;24677
EMEA NORTH;BELGIUM;GM;2015-10;17713
EMEA NORTH;BELGIUM;GM;2015-11;19024
EMEA NORTH;BELGIUM;GM;2015-12;19568
EMEA NORTH;BELGIUM;GM;2016-01;18869
EMEA NORTH;BELGIUM;GM;2016-02;16641
EMEA NORTH;BELGIUM;GM;2016-03;27960
EMEA NORTH;BELGIUM;GM;2016-04;16591
EMEA NORTH;BELGIUM;GM;2016-05;16529
EMEA NORTH;BELGIUM;GM;2016-06;23365
EMEA NORTH;BELGIUM;GM;2016-07;15123
EMEA NORTH;BELGIUM;GM;2016-08;10344
EMEA NORTH;BELGIUM;GM;2016-09;17118
EMEA NORTH;BELGIUM;GM;2016-10;23311
EMEA NORTH;BELGIUM;GM;2016-11;20432
EMEA NORTH;BELGIUM;GM;2016-12;18429
EMEA NORTH;BELGIUM;GM;2017-01;17955
EMEA NORTH;BELGIUM;GM;2017-02;15388
EMEA NORTH;BELGIUM;GM;2017-03;21882
EMEA NORTH;BELGIUM;GM;2017-04;20842
EMEA NORTH;BELGIUM;GM;2017-05;18782
EMEA NORTH;BELGIUM;GM;2017-06;15717
EMEA NORTH;BELGIUM;GM;2017-07;16513
EMEA NORTH;BELGIUM;GM;2017-08;10203
EMEA NORTH;BELGIUM;GM;2017-09;22554
EMEA NORTH;BELGIUM;GM;2017-10;19698
EMEA NORTH;BELGIUM;GM;2017-11;19324
EMEA NORTH;BELGIUM;GM;2017-12;21887
EMEA NORTH;BELGIUM;GM;2018-01;15826
EMEA NORTH;BELGIUM;GM;2018-02;15624
EMEA NORTH;BELGIUM;GM;2018-03;23967
EMEA NORTH;BELGIUM;GM;2018-04;20651
EMEA NORTH;BELGIUM;GM;2018-05;21858
EMEA NORTH;BELGIUM;GM;2018-06;19248
EMEA NORTH;BELGIUM;GM;2018-07;21115
EMEA NORTH;BELGIUM;GM;2018-08;12055
EMEA NORTH;BELGIUM;GM;2018-09;24337
EMEA NORTH;BELGIUM;GM;2018-10;20064
EMEA NORTH;BELGIUM;GM;2018-11;21804
EMEA NORTH;BELGIUM;GM;2018-12;25859
EMEA NORTH;BELGIUM;GM;2019-01;17757
EMEA NORTH;BELGIUM;GM;2019-02;16390
EMEA NORTH;BELGIUM;GM;2019-03;25656
EMEA NORTH;BELGIUM;GM;2019-04;21315
EMEA NORTH;BELGIUM;GM;2019-05;23117
EMEA NORTH;BELGIUM;GM;2019-06;28595
EMEA NORTH;BELGIUM;GM;2019-07;20128
EMEA NORTH;BELGIUM;GM;2019-08;14214
EMEA NORTH;BELGIUM;GM;2019-09;22745
EMEA NORTH;BELGIUM;GM;2019-10;22754
EMEA NORTH;BELGIUM;GM;2019-11;26095
EMEA NORTH;BELGIUM;GM;2019-12;36762
EMEA NORTH;BELGIUM;GM;2020-01;
EMEA NORTH;BELGIUM;GM;2020-02;
EMEA NORTH;BELGIUM;GM;2020-03;
EMEA NORTH;BELGIUM;GM;2020-04;
EMEA NORTH;BELGIUM;GM;2020-05;
EMEA NORTH;BELGIUM;GM;2020-06;
EMEA NORTH;BELGIUM;GM;2020-07;
EMEA NORTH;BELGIUM;GM;2020-08;
EMEA NORTH;BELGIUM;GM;2020-09;
EMEA NORTH;BELGIUM;GM;2020-10;
EMEA NORTH;BELGIUM;GM;2020-11;
EMEA NORTH;BELGIUM;GM;2020-12;
EMEA NORTH;GERMANY;VOLVO;2015-01;2947
EMEA NORTH;GERMANY;VOLVO;2015-02;2479
EMEA NORTH;GERMANY;VOLVO;2015-03;3699
EMEA NORTH;GERMANY;VOLVO;2015-04;4248
EMEA NORTH;GERMANY;VOLVO;2015-05;4305
EMEA NORTH;GERMANY;VOLVO;2015-06;3614
EMEA NORTH;GERMANY;VOLVO;2015-07;3755
EMEA NORTH;GERMANY;VOLVO;2015-08;2081
EMEA NORTH;GERMANY;VOLVO;2015-09;3901
EMEA NORTH;GERMANY;VOLVO;2015-10;3534
EMEA NORTH;GERMANY;VOLVO;2015-11;3232
EMEA NORTH;GERMANY;VOLVO;2015-12;2750
EMEA NORTH;GERMANY;VOLVO;2016-01;3361
EMEA NORTH;GERMANY;VOLVO;2016-02;2836
EMEA NORTH;GERMANY;VOLVO;2016-03;6186
EMEA NORTH;GERMANY;VOLVO;2016-04;3907
EMEA NORTH;GERMANY;VOLVO;2016-05;4273
EMEA NORTH;GERMANY;VOLVO;2016-06;4900
EMEA NORTH;GERMANY;VOLVO;2016-07;4256
EMEA NORTH;GERMANY;VOLVO;2016-08;2471
EMEA NORTH;GERMANY;VOLVO;2016-09;3587
EMEA NORTH;GERMANY;VOLVO;2016-10;3061
EMEA NORTH;GERMANY;VOLVO;2016-11;3558
EMEA NORTH;GERMANY;VOLVO;2016-12;2986
EMEA NORTH;GERMANY;VOLVO;2017-01;3006
EMEA NORTH;GERMANY;VOLVO;2017-02;2526
EMEA NORTH;GERMANY;VOLVO;2017-03;5068
EMEA NORTH;GERMANY;VOLVO;2017-04;3973
EMEA NORTH;GERMANY;VOLVO;2017-05;3753
EMEA NORTH;GERMANY;VOLVO;2017-06;4439
EMEA NORTH;GERMANY;VOLVO;2017-07;3756
EMEA NORTH;GERMANY;VOLVO;2017-08;1899
EMEA NORTH;GERMANY;VOLVO;2017-09;4438
EMEA NORTH;GERMANY;VOLVO;2017-10;4065
EMEA NORTH;GERMANY;VOLVO;2017-11;3603
EMEA NORTH;GERMANY;VOLVO;2017-12;3227
EMEA NORTH;GERMANY;VOLVO;2018-01;3325
EMEA NORTH;GERMANY;VOLVO;2018-02;3249
EMEA NORTH;GERMANY;VOLVO;2018-03;5295
EMEA NORTH;GERMANY;VOLVO;2018-04;5225
EMEA NORTH;GERMANY;VOLVO;2018-05;6062
EMEA NORTH;GERMANY;VOLVO;2018-06;4257
EMEA NORTH;GERMANY;VOLVO;2018-07;4979
EMEA NORTH;GERMANY;VOLVO;2018-08;2677
EMEA NORTH;GERMANY;VOLVO;2018-09;4492
EMEA NORTH;GERMANY;VOLVO;2018-10;5334
EMEA NORTH;GERMANY;VOLVO;2018-11;4544
EMEA NORTH;GERMANY;VOLVO;2018-12;3761
EMEA NORTH;GERMANY;VOLVO;2019-01;5113
EMEA NORTH;GERMANY;VOLVO;2019-02;4645
EMEA NORTH;GERMANY;VOLVO;2019-03;8005
EMEA NORTH;GERMANY;VOLVO;2019-04;6047
EMEA NORTH;GERMANY;VOLVO;2019-05;6809
EMEA NORTH;GERMANY;VOLVO;2019-06;5374
EMEA NORTH;GERMANY;VOLVO;2019-07;6100
EMEA NORTH;GERMANY;VOLVO;2019-08;3553
EMEA NORTH;GERMANY;VOLVO;2019-09;6178
EMEA NORTH;GERMANY;VOLVO;2019-10;5957
EMEA NORTH;GERMANY;VOLVO;2019-11;5142
EMEA NORTH;GERMANY;VOLVO;2019-12;3285
EMEA NORTH;GERMANY;VOLVO;2020-01;
EMEA NORTH;GERMANY;VOLVO;2020-02;
EMEA NORTH;GERMANY;VOLVO;2020-03;
EMEA NORTH;GERMANY;VOLVO;2020-04;
EMEA NORTH;GERMANY;VOLVO;2020-05;
EMEA NORTH;GERMANY;VOLVO;2020-06;
EMEA NORTH;GERMANY;VOLVO;2020-07;
EMEA NORTH;GERMANY;VOLVO;2020-08;
EMEA NORTH;GERMANY;VOLVO;2020-09;
EMEA NORTH;GERMANY;VOLVO;2020-10;
EMEA NORTH;GERMANY;VOLVO;2020-11;
EMEA NORTH;GERMANY;VOLVO;2020-12;
EMEA NORTH;FRANCE;PORSCHE;2015-01;81559
EMEA NORTH;FRANCE;PORSCHE;2015-02;79967
EMEA NORTH;FRANCE;PORSCHE;2015-03;111685
EMEA NORTH;FRANCE;PORSCHE;2015-04;79334
EMEA NORTH;FRANCE;PORSCHE;2015-05;96356
EMEA NORTH;FRANCE;PORSCHE;2015-06;80444
EMEA NORTH;FRANCE;PORSCHE;2015-07;65045
EMEA NORTH;FRANCE;PORSCHE;2015-08;54323
EMEA NORTH;FRANCE;PORSCHE;2015-09;90268
EMEA NORTH;FRANCE;PORSCHE;2015-10;91477
EMEA NORTH;FRANCE;PORSCHE;2015-11;74014
EMEA NORTH;FRANCE;PORSCHE;2015-12;80409
EMEA NORTH;FRANCE;PORSCHE;2016-01;59714
EMEA NORTH;FRANCE;PORSCHE;2016-02;56130
EMEA NORTH;FRANCE;PORSCHE;2016-03;95542
EMEA NORTH;FRANCE;PORSCHE;2016-04;73025
EMEA NORTH;FRANCE;PORSCHE;2016-05;62126
EMEA NORTH;FRANCE;PORSCHE;2016-06;89691
EMEA NORTH;FRANCE;PORSCHE;2016-07;65822
EMEA NORTH;FRANCE;PORSCHE;2016-08;40125
EMEA NORTH;FRANCE;PORSCHE;2016-09;61609
EMEA NORTH;FRANCE;PORSCHE;2016-10;57526
EMEA NORTH;FRANCE;PORSCHE;2016-11;53963
EMEA NORTH;FRANCE;PORSCHE;2016-12;55795
EMEA NORTH;FRANCE;PORSCHE;2017-01;47419
EMEA NORTH;FRANCE;PORSCHE;2017-02;51373
EMEA NORTH;FRANCE;PORSCHE;2017-03;69051
EMEA NORTH;FRANCE;PORSCHE;2017-04;73582
EMEA NORTH;FRANCE;PORSCHE;2017-05;50782
EMEA NORTH;FRANCE;PORSCHE;2017-06;86845
EMEA NORTH;FRANCE;PORSCHE;2017-07;61994
EMEA NORTH;FRANCE;PORSCHE;2017-08;37982
EMEA NORTH;FRANCE;PORSCHE;2017-09;64405
EMEA NORTH;FRANCE;PORSCHE;2017-10;73038
EMEA NORTH;FRANCE;PORSCHE;2017-11;60699
EMEA NORTH;FRANCE;PORSCHE;2017-12;74027
EMEA NORTH;FRANCE;PORSCHE;2018-01;59985
EMEA NORTH;FRANCE;PORSCHE;2018-02;55473
EMEA NORTH;FRANCE;PORSCHE;2018-03;87951
EMEA NORTH;FRANCE;PORSCHE;2018-04;68117
EMEA NORTH;FRANCE;PORSCHE;2018-05;67980
EMEA NORTH;FRANCE;PORSCHE;2018-06;87157
EMEA NORTH;FRANCE;PORSCHE;2018-07;68792
EMEA NORTH;FRANCE;PORSCHE;2018-08;33933
EMEA NORTH;FRANCE;PORSCHE;2018-09;66137
EMEA NORTH;FRANCE;PORSCHE;2018-10;78548
EMEA NORTH;FRANCE;PORSCHE;2018-11;69880
EMEA NORTH;FRANCE;PORSCHE;2018-12;78456
EMEA NORTH;FRANCE;PORSCHE;2019-01;71590
EMEA NORTH;FRANCE;PORSCHE;2019-02;75531
EMEA NORTH;FRANCE;PORSCHE;2019-03;102251
EMEA NORTH;FRANCE;PORSCHE;2019-04;87101
EMEA NORTH;FRANCE;PORSCHE;2019-05;78783
EMEA NORTH;FRANCE;PORSCHE;2019-06;108918
EMEA NORTH;FRANCE;PORSCHE;2019-07;68975
EMEA NORTH;FRANCE;PORSCHE;2019-08;41337
EMEA NORTH;FRANCE;PORSCHE;2019-09;84118
EMEA NORTH;FRANCE;PORSCHE;2019-10;78070
EMEA NORTH;FRANCE;PORSCHE;2019-11;83466
EMEA NORTH;FRANCE;PORSCHE;2019-12;96131
EMEA NORTH;FRANCE;PORSCHE;2020-01;
EMEA NORTH;FRANCE;PORSCHE;2020-02;
EMEA NORTH;FRANCE;PORSCHE;2020-03;
EMEA NORTH;FRANCE;PORSCHE;2020-04;
EMEA NORTH;FRANCE;PORSCHE;2020-05;
EMEA NORTH;FRANCE;PORSCHE;2020-06;
EMEA NORTH;FRANCE;PORSCHE;2020-07;
EMEA NORTH;FRANCE;PORSCHE;2020-08;
EMEA NORTH;FRANCE;PORSCHE;2020-09;
EMEA NORTH;FRANCE;PORSCHE;2020-10;
EMEA NORTH;FRANCE;PORSCHE;2020-11;
EMEA NORTH;FRANCE;PORSCHE;2020-12;
EMEA SOUTH;SPAIN;RENAULT;2015-01;24304
EMEA SOUTH;SPAIN;RENAULT;2015-02;21039
EMEA SOUTH;SPAIN;RENAULT;2015-03;30218
EMEA SOUTH;SPAIN;RENAULT;2015-04;28261
EMEA SOUTH;SPAIN;RENAULT;2015-05;28806
EMEA SOUTH;SPAIN;RENAULT;2015-06;25041
EMEA SOUTH;SPAIN;RENAULT;2015-07;23236
EMEA SOUTH;SPAIN;RENAULT;2015-08;20167
EMEA SOUTH;SPAIN;RENAULT;2015-09;26652
EMEA SOUTH;SPAIN;RENAULT;2015-10;19639
EMEA SOUTH;SPAIN;RENAULT;2015-11;23111
EMEA SOUTH;SPAIN;RENAULT;2015-12;24012
EMEA SOUTH;SPAIN;RENAULT;2016-01;18350
EMEA SOUTH;SPAIN;RENAULT;2016-02;19208
EMEA SOUTH;SPAIN;RENAULT;2016-03;32293
EMEA SOUTH;SPAIN;RENAULT;2016-04;22551
EMEA SOUTH;SPAIN;RENAULT;2016-05;21438
EMEA SOUTH;SPAIN;RENAULT;2016-06;27208
EMEA SOUTH;SPAIN;RENAULT;2016-07;22168
EMEA SOUTH;SPAIN;RENAULT;2016-08;17205
EMEA SOUTH;SPAIN;RENAULT;2016-09;22113
EMEA SOUTH;SPAIN;RENAULT;2016-10;21705
EMEA SOUTH;SPAIN;RENAULT;2016-11;17716
EMEA SOUTH;SPAIN;RENAULT;2016-12;18095
EMEA SOUTH;SPAIN;RENAULT;2017-01;20395
EMEA SOUTH;SPAIN;RENAULT;2017-02;18452
EMEA SOUTH;SPAIN;RENAULT;2017-03;32180
EMEA SOUTH;SPAIN;RENAULT;2017-04;27167
EMEA SOUTH;SPAIN;RENAULT;2017-05;27424
EMEA SOUTH;SPAIN;RENAULT;2017-06;29967
EMEA SOUTH;SPAIN;RENAULT;2017-07;25470
EMEA SOUTH;SPAIN;RENAULT;2017-08;15641
EMEA SOUTH;SPAIN;RENAULT;2017-09;20924
EMEA SOUTH;SPAIN;RENAULT;2017-10;23879
EMEA SOUTH;SPAIN;RENAULT;2017-11;19123
EMEA SOUTH;SPAIN;RENAULT;2017-12;21128
EMEA SOUTH;SPAIN;RENAULT;2018-01;20724
EMEA SOUTH;SPAIN;RENAULT;2018-02;19058
EMEA SOUTH;SPAIN;RENAULT;2018-03;35957
EMEA SOUTH;SPAIN;RENAULT;2018-04;29900
EMEA SOUTH;SPAIN;RENAULT;2018-05;27013
EMEA SOUTH;SPAIN;RENAULT;2018-06;32889
EMEA SOUTH;SPAIN;RENAULT;2018-07;28472
EMEA SOUTH;SPAIN;RENAULT;2018-08;18865
EMEA SOUTH;SPAIN;RENAULT;2018-09;28408
EMEA SOUTH;SPAIN;RENAULT;2018-10;26711
EMEA SOUTH;SPAIN;RENAULT;2018-11;23521
EMEA SOUTH;SPAIN;RENAULT;2018-12;25875
EMEA SOUTH;SPAIN;RENAULT;2019-01;21591
EMEA SOUTH;SPAIN;RENAULT;2019-02;23902
EMEA SOUTH;SPAIN;RENAULT;2019-03;35848
EMEA SOUTH;SPAIN;RENAULT;2019-04;27132
EMEA SOUTH;SPAIN;RENAULT;2019-05;29977
EMEA SOUTH;SPAIN;RENAULT;2019-06;35601
EMEA SOUTH;SPAIN;RENAULT;2019-07;28953
EMEA SOUTH;SPAIN;RENAULT;2019-08;15464
EMEA SOUTH;SPAIN;RENAULT;2019-09;31359
EMEA SOUTH;SPAIN;RENAULT;2019-10;24491
EMEA SOUTH;SPAIN;RENAULT;2019-11;20646
EMEA SOUTH;SPAIN;RENAULT;2019-12;24641
EMEA SOUTH;SPAIN;RENAULT;2020-01;
EMEA SOUTH;SPAIN;RENAULT;2020-02;
EMEA SOUTH;SPAIN;RENAULT;2020-03;
EMEA SOUTH;SPAIN;RENAULT;2020-04;
EMEA SOUTH;SPAIN;RENAULT;2020-05;
EMEA SOUTH;SPAIN;RENAULT;2020-06;
EMEA SOUTH;SPAIN;RENAULT;2020-07;
EMEA SOUTH;SPAIN;RENAULT;2020-08;
EMEA SOUTH;SPAIN;RENAULT;2020-09;
EMEA SOUTH;SPAIN;RENAULT;2020-10;
EMEA SOUTH;SPAIN;RENAULT;2020-11;
EMEA SOUTH;SPAIN;RENAULT;2020-12;
EMEA NORTH;FRANCE;ALFA ROMEO;2015-01;60
EMEA NORTH;FRANCE;ALFA ROMEO;2015-02;115
EMEA NORTH;FRANCE;ALFA ROMEO;2015-03;81
EMEA NORTH;FRANCE;ALFA ROMEO;2015-04;70
EMEA NORTH;FRANCE;ALFA ROMEO;2015-05;104
EMEA NORTH;FRANCE;ALFA ROMEO;2015-06;66
EMEA NORTH;FRANCE;ALFA ROMEO;2015-07;92
EMEA NORTH;FRANCE;ALFA ROMEO;2015-08;69
EMEA NORTH;FRANCE;ALFA ROMEO;2015-09;79
EMEA NORTH;FRANCE;ALFA ROMEO;2015-10;50
EMEA NORTH;FRANCE;ALFA ROMEO;2015-11;49
EMEA NORTH;FRANCE;ALFA ROMEO;2015-12;88
EMEA NORTH;FRANCE;ALFA ROMEO;2016-01;103
EMEA NORTH;FRANCE;ALFA ROMEO;2016-02;52
EMEA NORTH;FRANCE;ALFA ROMEO;2016-03;63
EMEA NORTH;FRANCE;ALFA ROMEO;2016-04;37
EMEA NORTH;FRANCE;ALFA ROMEO;2016-05;54
EMEA NORTH;FRANCE;ALFA ROMEO;2016-06;66
EMEA NORTH;FRANCE;ALFA ROMEO;2016-07;35
EMEA NORTH;FRANCE;ALFA ROMEO;2016-08;22
EMEA NORTH;FRANCE;ALFA ROMEO;2016-09;25
EMEA NORTH;FRANCE;ALFA ROMEO;2016-10;43
EMEA NORTH;FRANCE;ALFA ROMEO;2016-11;33
EMEA NORTH;FRANCE;ALFA ROMEO;2016-12;50
EMEA NORTH;FRANCE;ALFA ROMEO;2017-01;32
EMEA NORTH;FRANCE;ALFA ROMEO;2017-02;36
EMEA NORTH;FRANCE;ALFA ROMEO;2017-03;39
EMEA NORTH;FRANCE;ALFA ROMEO;2017-04;55
EMEA NORTH;FRANCE;ALFA ROMEO;2017-05;39
EMEA NORTH;FRANCE;ALFA ROMEO;2017-06;41
EMEA NORTH;FRANCE;ALFA ROMEO;2017-07;43
EMEA NORTH;FRANCE;ALFA ROMEO;2017-08;22
EMEA NORTH;FRANCE;ALFA ROMEO;2017-09;36
EMEA NORTH;FRANCE;ALFA ROMEO;2017-10;34
EMEA NORTH;FRANCE;ALFA ROMEO;2017-11;29
EMEA NORTH;FRANCE;ALFA ROMEO;2017-12;44
EMEA NORTH;FRANCE;ALFA ROMEO;2018-01;35
EMEA NORTH;FRANCE;ALFA ROMEO;2018-02;35
EMEA NORTH;FRANCE;ALFA ROMEO;2018-03;33
EMEA NORTH;FRANCE;ALFA ROMEO;2018-04;38
EMEA NORTH;FRANCE;ALFA ROMEO;2018-05;40
EMEA NORTH;FRANCE;ALFA ROMEO;2018-06;41
EMEA NORTH;FRANCE;ALFA ROMEO;2018-07;53
EMEA NORTH;FRANCE;ALFA ROMEO;2018-08;58
EMEA NORTH;FRANCE;ALFA ROMEO;2018-09;42
EMEA NORTH;FRANCE;ALFA ROMEO;2018-10;28
EMEA NORTH;FRANCE;ALFA ROMEO;2018-11;27
EMEA NORTH;FRANCE;ALFA ROMEO;2018-12;43
EMEA NORTH;FRANCE;ALFA ROMEO;2019-01;50
EMEA NORTH;FRANCE;ALFA ROMEO;2019-02;58
EMEA NORTH;FRANCE;ALFA ROMEO;2019-03;46
EMEA NORTH;FRANCE;ALFA ROMEO;2019-04;41
EMEA NORTH;FRANCE;ALFA ROMEO;2019-05;43
EMEA NORTH;FRANCE;ALFA ROMEO;2019-06;61
EMEA NORTH;FRANCE;ALFA ROMEO;2019-07;39
EMEA NORTH;FRANCE;ALFA ROMEO;2019-08;61
EMEA NORTH;FRANCE;ALFA ROMEO;2019-09;47
EMEA NORTH;FRANCE;ALFA ROMEO;2019-10;77
EMEA NORTH;FRANCE;ALFA ROMEO;2019-11;57
EMEA NORTH;FRANCE;ALFA ROMEO;2019-12;93
EMEA NORTH;FRANCE;ALFA ROMEO;2020-01;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-02;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-03;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-04;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-05;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-06;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-07;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-08;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-09;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-10;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-11;
EMEA NORTH;FRANCE;ALFA ROMEO;2020-12;
